idx,time_delta
0,18.579014
1,22.737392
2,4.786845
3,2.8261704
4,21.74723
5,18.93591
6,15.483194
7,11.936858
8,1.0
9,28.028603
10,4.159195
11,8.027714
12,1.9987988
13,10.143053
14,8.877062
15,7.129552
16,1.0
17,1.0
18,13.297081
19,11.339079
20,1.0
21,4.7132235
22,15.617729
23,1.8433294
24,23.041344
25,5.077381
26,7.904875
27,24.750717
28,8.231244
29,1.6186242
30,11.961153
31,7.9842405
32,5.29456
33,27.737648
34,12.510855
35,7.39655
36,21.893078
37,1.0
38,25.365765
39,2.0013075
40,8.473145
41,17.031305
42,7.591684
43,1.0
44,7.9823456
45,16.573105
46,1.2927914
47,13.048918
48,22.294931
49,2.3057008
50,2.6972823
51,18.544922
52,10.5685625
53,15.398357
54,2.8107815
55,13.467792
56,2.016113
57,1.0
58,19.338463
59,1.0
60,3.2350473
61,13.023247
62,4.3463273
63,13.210236
64,13.212947
65,13.103653
66,12.876055
67,1.0
68,4.94155
69,3.2100973
70,7.8517065
71,21.733349
72,1.0
73,21.114895
74,15.196376
75,11.842376
76,14.80712
77,8.0603895
78,17.269787
79,21.881027
80,16.408302
81,17.606197
82,17.184462
83,15.896478
84,5.070628
85,17.642815
86,7.000167
87,6.386668
88,1.0
89,1.0
90,4.5948887
91,9.248252
92,8.552284
93,6.9840555
94,21.669802
95,5.31671
96,11.608866
97,28.655739
98,2.7467508
99,7.26743
100,4.1037397
101,1.0
102,7.3920507
103,3.699664
104,5.816197
105,1.5929708
106,7.1463575
107,5.4737124
108,22.229778
109,27.639376
110,16.342127
111,15.44501
112,27.667358
113,14.700697
114,24.95087
115,12.399558
116,17.171497
117,24.823002
118,20.913452
119,1.0
120,3.333578
121,17.151318
122,2.1592054
123,6.2841325
124,26.873158
125,9.914627
126,13.05064
127,11.114106
128,11.220013
129,1.0
130,7.9655895
131,21.866095
132,7.3213606
133,3.5480115
134,1.0
135,13.225161
136,5.505928
137,1.6796513
138,7.6355634
139,12.881246
140,18.848625
141,16.234306
142,6.0448136
143,9.349106
144,10.969403
145,11.41947
146,8.645069
147,18.316011
148,26.802704
149,3.954168
150,27.866043
151,1.8373861
152,20.965055
153,2.9726171
154,1.0
155,30.489046
156,4.641902
157,10.119492
158,16.917852
159,4.0959015
160,5.4054146
161,8.772157
162,7.018012
163,21.156162
164,12.142602
165,1.0
166,16.842796
167,2.145709
168,1.0
169,8.494274
170,3.5447931
171,10.538591
172,6.1511955
173,12.840413
174,13.919533
175,23.343483
176,14.846466
177,15.185189
178,1.0
179,4.319646
180,3.8997002
181,18.797548
182,9.226818
183,3.7674065
184,7.0405884
185,19.350504
186,3.1997714
187,22.696667
188,16.528044
189,16.715694
190,10.024171
191,27.55361
192,19.846409
193,10.891785
194,33.30134
195,23.064468
196,2.8008518
197,9.1467
