idx,time_delta
0,16.243324
1,24.94532
2,2.0011282
3,5.301295
4,22.290703
5,20.790253
6,15.985279
7,12.231752
8,1.0
9,19.76592
10,6.7165604
11,9.139474
12,3.4436917
13,10.64131
14,10.6189995
15,4.40893
16,5.16026
17,1.0
18,17.51868
19,10.589735
20,1.7678999
21,7.8604913
22,17.513811
23,1.9437895
24,22.590845
25,10.643594
26,2.4731455
27,15.037236
28,9.139946
29,4.004604
30,4.617797
31,11.578992
32,8.06381
33,22.125113
34,12.321367
35,9.455406
36,14.690188
37,1.0
38,23.612604
39,2.4892468
40,3.7871404
41,6.7911797
42,4.9219723
43,3.0776978
44,17.258059
45,18.278084
46,2.8130074
47,19.51062
48,25.129908
49,5.0844865
50,2.7332077
51,16.706404
52,10.99452
53,10.757825
54,3.270218
55,15.37044
56,1.2432858
57,1.0
58,11.168196
59,1.0
60,1.656496
61,4.743227
62,6.664586
63,10.321405
64,14.956222
65,11.088255
66,12.580053
67,4.256772
68,8.755213
69,4.077305
70,10.619282
71,18.107018
72,1.0
73,19.453205
74,17.906773
75,6.4305754
76,10.448826
77,4.152856
78,22.751493
79,21.616928
80,14.11021
81,18.956339
82,18.116222
83,8.209984
84,1.0
85,10.313805
86,3.3732738
87,5.3733864
88,1.5454977
89,1.0
90,2.7528734
91,5.975489
92,7.524135
93,7.3146915
94,21.880877
95,5.2912374
96,14.330517
97,30.468086
98,1.0
99,1.0
100,1.0
101,2.2805119
102,7.2409697
103,3.5188384
104,8.5266905
105,1.0
106,9.0262165
107,3.6131887
108,27.219057
109,22.145107
110,18.999424
111,14.303848
112,31.483585
113,17.937443
114,29.165028
115,16.625473
116,15.381475
117,21.550793
118,17.451084
119,3.553277
120,1.0
121,11.548805
122,1.0
123,6.729761
124,24.762093
125,9.999612
126,12.209045
127,12.744436
128,5.6678047
129,1.850358
130,9.3276005
131,15.549967
132,10.290756
133,1.0
134,1.0
135,12.455477
136,1.0576258
137,3.7113228
138,6.0973186
139,13.223341
140,18.986504
141,18.503801
142,5.2385983
143,10.854188
144,16.701117
145,12.92428
146,9.130519
147,21.953182
148,28.984047
149,2.129117
150,19.503338
151,2.1376781
152,12.7899
153,1.0
154,1.0
155,28.047215
156,11.700431
157,2.2874756
158,16.094425
159,5.707362
160,5.2095017
161,10.965061
162,1.9850149
163,17.148067
164,14.681489
165,1.0
166,17.565304
167,1.5715303
168,1.0
169,3.6082106
170,7.0183573
171,9.5711
172,3.2013292
173,14.090811
174,18.657787
175,20.55429
176,13.149179
177,18.50063
178,1.0
179,4.402851
180,3.3158083
181,22.345047
182,6.767223
183,3.100079
184,6.682912
185,23.621624
186,1.3331437
187,26.61079
188,17.22916
189,15.970185
190,11.4733095
191,26.003727
192,11.148255
193,10.917755
194,31.471104
195,20.137346
196,11.11052
197,12.347621
198,16.35754
199,32.09687
200,4.835325
201,14.386052
202,1.3079062
203,19.771584
204,1.0
205,10.253712
206,9.822827
207,1.0
208,22.432648
209,18.492422
210,1.0
211,13.442507
212,12.013254
213,25.170135
214,18.800812
215,17.52807
216,11.758611
217,1.0
218,13.143816
219,5.3102703
220,21.311016
221,1.0
222,1.0
223,6.3072205
224,20.510532
225,8.34497
226,17.330944
227,26.132545
228,13.240702
229,6.9802976
230,15.8745575
231,11.303394
232,31.955029
233,19.654455
234,6.972962
235,8.521391
236,22.63691
237,15.426392
238,18.687777
239,2.1171427
240,21.903069
241,22.386744
242,16.64922
243,1.0
244,10.350847
245,1.6601667
246,14.557262
247,16.701214
248,7.701869
249,16.385567
250,9.694987
251,8.4135895
252,12.222923
253,5.847417
254,4.9722223
255,5.0326114
256,30.614487
257,17.703915
258,4.7221503
259,1.0
260,9.7559395
261,16.97171
262,21.800095
263,16.518183
264,18.48981
265,7.5207744
266,5.455396
267,4.859558
268,9.418467
269,25.523016
270,7.655614
271,18.28378
272,16.160063
273,1.4276619
274,17.044626
275,12.695471
276,1.0
277,1.0
278,34.184326
279,7.5182695
280,5.231159
281,1.0
282,26.361103
283,13.814464
284,8.957158
285,19.707846
286,4.366764
287,1.0
288,3.4145255
289,21.569244
290,7.940444
291,24.111492
292,1.0
293,20.187479
294,20.311638
295,19.695795
296,2.511469
297,8.84862
298,14.420107
299,14.49401
300,1.0
301,7.410229
302,4.0599523
303,1.8498747
304,8.38167
305,14.872007
306,7.738002
307,9.641924
308,3.4862862
309,19.352327
310,1.0
311,18.77052
312,14.063471
313,1.6996384
314,19.906576
315,30.517912
316,16.477331
317,1.0
318,15.421818
319,29.373896
320,1.0
321,1.0
322,11.407836
323,20.79629
324,20.836582
325,4.446021
326,1.6280146
327,18.898354
328,6.5456867
