idx,time_delta
0,18.190899
1,25.246567
2,5.780034
3,2.74299
4,25.623825
5,19.641844
6,17.576252
7,11.876125
8,1.7094207
9,28.314812
10,4.874897
11,6.714524
12,1.3920097
13,11.472554
14,7.8323555
15,7.3317127
16,1.0
17,1.0756931
18,12.100917
19,10.545561
20,1.0
21,5.3869195
22,16.035732
23,2.2242966
24,24.237617
25,5.935169
26,8.813349
27,26.476593
28,8.041523
29,1.2821851
30,13.895824
31,7.2439213
32,4.279163
33,29.237507
34,12.847931
35,7.98857
36,23.417545
37,1.0
38,23.735672
39,1.690053
40,9.692575
41,17.78332
42,8.177173
43,1.0
44,7.2773733
45,16.362217
46,2.7930298
47,14.521637
48,23.484715
49,2.8409443
50,4.2790184
51,18.056204
52,9.932678
53,15.214074
54,3.698403
55,14.63237
56,1.6135632
57,1.0
58,21.497211
59,1.3647413
60,4.5116863
61,14.679489
62,3.9159532
63,13.152959
64,14.610682
65,13.684592
66,12.133644
67,1.0
68,7.016821
69,3.6588693
70,6.737243
71,22.787113
72,1.0
73,22.13114
74,14.651855
75,12.107159
76,15.33008
77,8.743124
78,17.482567
79,23.129253
80,17.287088
81,16.054188
82,19.449596
83,17.301672
84,5.044644
85,18.755796
86,7.9921026
87,6.3240347
88,1.9726437
89,1.0081139
90,5.3913593
91,10.061016
92,7.877898
93,6.1412992
94,23.041698
95,6.488585
96,13.0866165
97,29.65398
98,4.6019077
99,5.0089645
100,5.342615
101,1.0324001
102,8.111987
103,2.1729012
104,7.3582745
105,1.0
106,6.143304
107,4.8407903
108,21.105026
109,29.051748
110,17.950129
111,16.198364
112,28.835442
113,14.922086
114,24.984531
115,13.034309
116,20.758265
117,25.093956
118,22.42361
119,1.0642786
120,4.833355
121,17.635754
122,3.3270779
123,5.747939
124,27.98614
125,10.702492
126,12.933636
127,10.9918995
128,10.291796
129,1.0
130,7.5438204
131,23.455978
132,6.4904413
133,4.1179357
134,1.0
135,13.4064
136,4.390046
137,2.3847275
138,8.771641
139,13.404072
140,18.59906
141,17.418217
142,7.4418
143,10.4049835
144,9.745504
145,12.406815
146,9.672357
147,18.11096
148,28.047045
149,4.528557
150,28.91292
151,1.5032749
152,22.190145
153,4.254896
154,1.0
155,30.178349
156,5.883965
157,11.175858
158,18.044111
159,4.947315
160,4.8408327
161,7.7872443
162,8.73414
163,22.512117
164,12.072735
165,1.0
166,17.5827
167,2.3678522
168,1.0
169,10.377239
170,4.090371
171,11.22143
172,6.9841814
173,14.971157
174,14.516066
175,24.350086
176,19.42008
177,15.300316
178,1.0
179,6.1218767
180,3.9183402
181,19.582014
182,8.896466
183,4.2880726
184,6.051325
185,19.108145
186,3.3973894
187,22.73721
188,18.343906
189,17.692322
190,9.44124
191,30.537764
192,21.186813
193,13.339682
194,33.360847
195,25.43523
196,4.0287447
197,8.174019
198,11.26749
199,31.54924
200,3.6148558
201,10.011051
202,4.0600824
203,15.683551
204,2.343636
205,14.44258
206,9.445028
207,1.0
208,20.319141
209,18.543705
210,1.0
211,16.755901
212,15.136718
213,26.009075
214,28.02634
215,14.793045
216,20.066513
217,1.0
218,14.32366
219,1.0
220,29.386427
221,1.0221825
